Gene,MutSig(Q-value),# Mut,# Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
USP49,4,4,1013,0.4%,No
CLCN7,7,7,1013,0.7%,No
ATP11B,9,8,1013,0.8%,No
WHRN,8,8,1013,0.8%,No
CLCN6,7,7,1013,0.7%,No
ABHD14A,2,2,1013,0.2%,No
CLCN5,1,1,1013,<0.1%,No
CLCN4,3,3,1013,0.3%,No
PMPCA,6,5,1013,0.5%,No
CLCN3,4,4,1013,0.4%,No
ARL6IP1,2,2,1013,0.2%,No
PRKD2,4,4,1013,0.4%,No
CLCN2,9,7,1013,0.7%,No
ACSBG1,8,8,1013,0.8%,No
CLCN1,2,2,1013,0.2%,No
RASSF8,2,2,1013,0.2%,No
CLCA1,2,2,1013,0.2%,No
CLC,1,1,1013,<0.1%,No
DUSP10,2,2,1013,0.2%,No
NLRC5,11,10,1013,1.0%,No
ANTXR1,2,2,1013,0.2%,No
MRPL3,3,3,1013,0.3%,No
C19ORF44,5,5,1013,0.5%,No
BLTP1,19,17,1013,1.7%,No
GALNT5,4,4,1013,0.4%,No
ASCC2,6,6,1013,0.6%,No
GALNT6,2,2,1013,0.2%,No
NBEAL2,17,14,1013,1.4%,No
FBXO28,6,6,1013,0.6%,No
CLK3,3,3,1013,0.3%,No
JMJD6,4,4,1013,0.4%,No
ZC3H4,11,9,1013,0.9%,No
CLK2,2,2,1013,0.2%,No
RRS1,1,1,1013,<0.1%,No
LETMD1,3,3,1013,0.3%,No
CLK1,3,3,1013,0.3%,No
SULF1,10,10,1013,1.0%,No
XPO6,8,7,1013,0.7%,No
CLIC2,4,4,1013,0.4%,No
SPEF1,1,1,1013,<0.1%,No
CLIC1,1,1,1013,<0.1%,No
TBC1D1,4,4,1013,0.4%,No
DCAF13,3,3,1013,0.3%,No
CLU,5,4,1013,0.4%,No
ZFR2,2,2,1013,0.2%,No
MXRA5,19,19,1013,1.9%,No
ARID5B,7,7,1013,0.7%,Yes
NEPRO,4,4,1013,0.4%,No
CLCNKB,9,9,1013,0.9%,No
SUMF2,1,1,1013,<0.1%,No
TRUB1,1,1,1013,<0.1%,No
POLG2,1,1,1013,<0.1%,No
SEC63,5,4,1013,0.4%,No
HPS5,4,4,1013,0.4%,No
MKX,3,3,1013,0.3%,No
RNF139,1,1,1013,<0.1%,No
PDCD10,1,1,1013,<0.1%,No
RNASEH2C,1,1,1013,<0.1%,No
PSKH2,5,5,1013,0.5%,No
RNF24,1,1,1013,<0.1%,No
SGMS2,1,1,1013,<0.1%,No
MINDY4,9,9,1013,0.9%,No
PARM1,5,4,1013,0.4%,No
CHD6,27,23,1013,2.3%,No
ZNF831,21,19,1013,1.9%,No
METTL7A,1,1,1013,<0.1%,No
ABTB2,3,3,1013,0.3%,No
YIPF3,1,1,1013,<0.1%,No
C20ORF85,1,1,1013,<0.1%,No
POLI,1,1,1013,<0.1%,No
CHEK2,4,4,1013,0.4%,Yes
SLITRK6,2,1,1013,<0.1%,No
KLK8,5,5,1013,0.5%,No
ZCCHC7,4,4,1013,0.4%,No
LOXL4,2,2,1013,0.2%,No
ZNF763,2,2,1013,0.2%,No
TECPR1,7,7,1013,0.7%,No
ZNF345,3,3,1013,0.3%,No
DCAF12,1,1,1013,<0.1%,No
ARMC8,2,2,1013,0.2%,No
BRMS1,1,1,1013,<0.1%,No
FAM149A,3,3,1013,0.3%,No
CTRB2,2,2,1013,0.2%,No
DDX20,3,3,1013,0.3%,No
HDX,3,3,1013,0.3%,No
PLPBP,2,2,1013,0.2%,No
SLC49A3,3,3,1013,0.3%,No
APOOL,1,1,1013,<0.1%,No
FZD10,9,9,1013,0.9%,No
AKAP13,9,6,1013,0.6%,No
IRAK3,6,6,1013,0.6%,No
POLR1B,4,4,1013,0.4%,No
AKAP10,5,4,1013,0.4%,No
AKAP11,2,2,1013,0.2%,No
SLA2,1,1,1013,<0.1%,No
OR2Z1,3,3,1013,0.3%,No
BACE2,4,4,1013,0.4%,No
TXN2,1,1,1013,<0.1%,No
FBXL2,4,4,1013,0.4%,No
PROKR2,8,8,1013,0.8%,No
TMEM184B,2,2,1013,0.2%,No
OR4Q3,7,7,1013,0.7%,No
ZIM3,3,3,1013,0.3%,No
OSCAR,3,3,1013,0.3%,No
ARIH1,4,4,1013,0.4%,No
DMBX1,5,5,1013,0.5%,No
DNAJB5,2,2,1013,0.2%,No
MTO1,5,5,1013,0.5%,No
PRDX5,1,1,1013,<0.1%,No
GBP4,4,4,1013,0.4%,No
OR4M1,1,1,1013,<0.1%,No
GBP5,3,3,1013,0.3%,No
MTERF4,7,7,1013,0.7%,No
TOE1,4,4,1013,0.4%,No
PCP2,2,2,1013,0.2%,No
RAB26,1,1,1013,<0.1%,No
CIAO2A,1,1,1013,<0.1%,No
NIPBL,16,15,1013,1.5%,No
COG4,2,2,1013,0.2%,No
SETD3,3,3,1013,0.3%,Yes
HECTD1,14,12,1013,1.2%,No
SULT4A1,2,2,1013,0.2%,No
POU2F3,3,3,1013,0.3%,No
NBPF14,3,3,1013,0.3%,No
MGAT4C,5,5,1013,0.5%,No
FCRL1,7,7,1013,0.7%,No
FCRL3,8,8,1013,0.8%,No
POMK,1,1,1013,<0.1%,No
USP48,8,8,1013,0.8%,No
SPDEF,1,1,1013,<0.1%,No
VAX2,2,2,1013,0.2%,No
BAMBI,3,3,1013,0.3%,No
RHBDD3,1,1,1013,<0.1%,No
C20ORF141,1,1,1013,<0.1%,No
TMEM17,2,2,1013,0.2%,No
TTLL1,2,2,1013,0.2%,No
SLC39A6,4,4,1013,0.4%,No
LMOD1,2,2,1013,0.2%,No
GCA,2,2,1013,0.2%,No
LINC02903,1,1,1013,<0.1%,No
SIRPD,2,2,1013,0.2%,No
TNFAIP8,2,2,1013,0.2%,No
NOCT,2,2,1013,0.2%,No
KLK5,1,1,1013,<0.1%,No
CCDC148,3,3,1013,0.3%,No
SPRED2,6,6,1013,0.6%,No
SAMM50,6,6,1013,0.6%,No
GPR146,4,4,1013,0.4%,No
TBC1D20,1,1,1013,<0.1%,No
WDR6,12,11,1013,1.1%,No
KCTD7,1,1,1013,<0.1%,No
SLC2A6,7,5,1013,0.5%,No
MAP4K1,6,6,1013,0.6%,No
MAP4K5,4,3,1013,0.3%,No
RASSF1,2,2,1013,0.2%,No
INMT,3,3,1013,0.3%,No
STAB1,14,10,1013,1.0%,No
EFR3A,4,3,1013,0.3%,No
RTF1,5,5,1013,0.5%,No
SLC35D1,2,2,1013,0.2%,No
RBM46,3,3,1013,0.3%,No
OR2A25,2,2,1013,0.2%,No
CRPPA,3,3,1013,0.3%,No
CLEC4F,5,5,1013,0.5%,No
NKD2,2,2,1013,0.2%,No
SAMD8,3,1,1013,<0.1%,No
WDR43,1,1,1013,<0.1%,No
ZIC5,2,2,1013,0.2%,No
SNX13,5,4,1013,0.4%,No
MAPK8IP3,12,12,1013,1.2%,No
SLC45A3,5,5,1013,0.5%,Yes
GGA3,6,6,1013,0.6%,No
RHPN2,4,3,1013,0.3%,No
MPRIP,9,8,1013,0.8%,No
NUP205,6,6,1013,0.6%,No
SLC22A16,4,4,1013,0.4%,No
NISCH,5,5,1013,0.5%,No
PKP3,5,4,1013,0.4%,No
CELF3,6,6,1013,0.6%,No
NAT2,1,1,1013,<0.1%,No
SERPINA3,6,6,1013,0.6%,No
CEP250,12,10,1013,1.0%,No
ZBTB34,5,5,1013,0.5%,No
GTF2H5,1,1,1013,<0.1%,No
AADAC,2,2,1013,0.2%,No
WBP4,2,2,1013,0.2%,No
AAMP,1,1,1013,<0.1%,No
AANAT,2,2,1013,0.2%,No
AARS1,2,2,1013,0.2%,No
ABCB8,5,5,1013,0.5%,No
WIF1,1,1,1013,<0.1%,Yes
ABAT,5,5,1013,0.5%,No
SEC23IP,5,5,1013,0.5%,No
ABCA1,13,13,1013,1.3%,No
CEP68,3,3,1013,0.3%,No
PASK,8,8,1013,0.8%,Yes
RGL1,7,7,1013,0.7%,No
LRRIQ3,8,7,1013,0.7%,No
ERICH3,16,14,1013,1.4%,No
TYW3,2,2,1013,0.2%,No
NKD1,3,3,1013,0.3%,No
TTLL12,6,6,1013,0.6%,No
GPD1L,2,2,1013,0.2%,No
DNAJC14,3,3,1013,0.3%,No
METAP1,1,1,1013,<0.1%,No
EAF1,3,3,1013,0.3%,No
ZCCHC14,8,8,1013,0.8%,No
LPIN1,5,5,1013,0.5%,No
SEPTIN8,3,3,1013,0.3%,No
ANXA10,1,1,1013,<0.1%,No
SUPT16H,9,9,1013,0.9%,No
ABCA2,10,9,1013,0.9%,No
ABCA3,6,5,1013,0.5%,No
ABCB7,3,3,1013,0.3%,No
ABCF1,5,5,1013,0.5%,No
IRX2,2,2,1013,0.2%,No
ABCA4,12,12,1013,1.2%,No
ERLIN2,5,3,1013,0.3%,No
ABL1,7,6,1013,0.6%,Yes
NUDT6,4,4,1013,0.4%,No
ABL2,3,3,1013,0.3%,Yes
ERG28,1,1,1013,<0.1%,No
NUDT5,2,2,1013,0.2%,No
ABR,5,5,1013,0.5%,No
ZC3H3,6,6,1013,0.6%,No
ASB17,1,1,1013,<0.1%,No
BTNL9,4,4,1013,0.4%,No
FCHO1,6,5,1013,0.5%,No
PCGF6,2,2,1013,0.2%,No
ZIC4,9,9,1013,0.9%,No
QRFPR,5,5,1013,0.5%,No
STON2,6,5,1013,0.5%,No
ZZEF1,13,10,1013,1.0%,No
DDIT4L,1,1,1013,<0.1%,No
ANKLE2,8,7,1013,0.7%,No
C4ORF17,4,4,1013,0.4%,No
ZCRB1,2,2,1013,0.2%,No
DCUN1D4,2,2,1013,0.2%,No
PRAM1,1,1,1013,<0.1%,No
LRCH1,3,3,1013,0.3%,No
SOX21,2,2,1013,0.2%,No
ARL6,1,1,1013,<0.1%,No
KRTAP13-1,2,2,1013,0.2%,No
PSIP1,1,1,1013,<0.1%,Yes
SLC41A2,1,1,1013,<0.1%,No
FSTL1,1,1,1013,<0.1%,No
USP44,8,8,1013,0.8%,No
ACAA1,5,5,1013,0.5%,No
WDHD1,7,6,1013,0.6%,No
ACACA,10,9,1013,0.9%,No
ACACB,12,12,1013,1.2%,No
ACADL,3,3,1013,0.3%,No
ACADM,2,2,1013,0.2%,No
ACADS,3,3,1013,0.3%,No
STRAP,2,1,1013,<0.1%,No
MARVELD2,1,1,1013,<0.1%,No
ACADSB,4,4,1013,0.4%,No
FAM107A,1,1,1013,<0.1%,No
ACADVL,1,1,1013,<0.1%,No
ADAMTS7,5,5,1013,0.5%,No
OR9K2,2,2,1013,0.2%,No
ACAT1,4,4,1013,0.4%,No
INSL6,3,3,1013,0.3%,No
TTLL13,1,1,1013,<0.1%,No
ACAT2,1,1,1013,<0.1%,No
ADAMTS6,5,5,1013,0.5%,No
DQX1,3,3,1013,0.3%,No
SEPTIN6,1,1,1013,<0.1%,Yes
TBC1D9,8,8,1013,0.8%,No
TSPAN11,1,1,1013,<0.1%,No
FRMD4B,1,1,1013,<0.1%,No
GRAMD4,2,2,1013,0.2%,No
CIC,4,4,1013,0.4%,Yes
NCDN,3,3,1013,0.3%,No
BAZ1A,3,3,1013,0.3%,No
BAZ2A,9,8,1013,0.8%,No
ZNF277,2,2,1013,0.2%,No
LZTS1,2,2,1013,0.2%,No
ACHE,7,7,1013,0.7%,No
ACLY,5,5,1013,0.5%,No
ACO1,2,2,1013,0.2%,No
CDC37,7,5,1013,0.5%,No
ACR,4,4,1013,0.4%,No
PKIG,1,1,1013,<0.1%,No
RASSF6,1,1,1013,<0.1%,No
IL1RAPL1,3,3,1013,0.3%,No
CLASP2,5,5,1013,0.5%,No
CAMTA2,3,3,1013,0.3%,No
POGZ,7,7,1013,0.7%,No
TMEM59L,2,2,1013,0.2%,No
RAD54B,8,8,1013,0.8%,No
PLXND1,13,13,1013,1.3%,No
ACAD11,2,2,1013,0.2%,No
ATRIP,4,4,1013,0.4%,Yes
DIXDC1,4,4,1013,0.4%,No
RASGRP3,4,4,1013,0.4%,No
LRRIQ1,15,14,1013,1.4%,No
ATP10B,10,10,1013,1.0%,No
WDR75,2,2,1013,0.2%,No
TNKS1BP1,8,7,1013,0.7%,No
RAB3GAP2,4,4,1013,0.4%,No
CIPC,7,7,1013,0.7%,No
DMC1,1,1,1013,<0.1%,No
DISP2,5,5,1013,0.5%,No
GLMN,1,1,1013,<0.1%,No
ZNF394,2,2,1013,0.2%,No
ACO2,4,4,1013,0.4%,No
PLAAT3,1,1,1013,<0.1%,No
TSPYL5,2,2,1013,0.2%,No
ACOX1,3,3,1013,0.3%,No
HHLA2,1,1,1013,<0.1%,No
ITPRIP,10,10,1013,1.0%,No
ACP1,2,2,1013,0.2%,No
UNK,6,6,1013,0.6%,No
ACP5,3,3,1013,0.3%,No
BVES,1,1,1013,<0.1%,No
ACP3,3,3,1013,0.3%,No
MYOM3,11,9,1013,0.9%,No
ACTA1,2,2,1013,0.2%,No
ACTA2,2,2,1013,0.2%,No
CORO1A,2,2,1013,0.2%,No
TIGD2,2,2,1013,0.2%,No
FICD,6,6,1013,0.6%,No
WDR45,1,1,1013,<0.1%,No
PHF8,4,4,1013,0.4%,No
PGLS,3,2,1013,0.2%,No
FBXO36,1,1,1013,<0.1%,No
KDM6B,10,10,1013,1.0%,No
EPB41L3,18,16,1013,1.6%,No
QPCT,2,2,1013,0.2%,No
SMC5,6,6,1013,0.6%,No
N4BP3,7,7,1013,0.7%,No
ZNF324,7,5,1013,0.5%,No
SRRD,2,2,1013,0.2%,No
MAST2,9,9,1013,0.9%,No
CFAP45,4,4,1013,0.4%,No
KIAA1755,5,5,1013,0.5%,No
CIZ1,3,3,1013,0.3%,No
ATG2A,11,9,1013,0.9%,No
NGEF,8,6,1013,0.6%,No
GPATCH8,10,10,1013,1.0%,No
FSCN2,3,3,1013,0.3%,No
CNTNAP4,18,18,1013,1.8%,No
RAD54L2,9,7,1013,0.7%,No
FBXO7,2,2,1013,0.2%,No
LDB3,4,4,1013,0.4%,No
DCLK3,5,5,1013,0.5%,No
AP4S1,1,1,1013,<0.1%,No
LRRCC1,8,8,1013,0.8%,No
ACTB,1,1,1013,<0.1%,Yes
KNDC1,15,15,1013,1.5%,No
PWWP3B,3,3,1013,0.3%,No
DOCK7,13,12,1013,1.2%,No
RAP1GAP2,4,4,1013,0.4%,No
DDN,4,4,1013,0.4%,No
OR5B3,3,3,1013,0.3%,No
BTN2A1,1,1,1013,<0.1%,No
MYBPHL,5,5,1013,0.5%,No
IQUB,2,2,1013,0.2%,No
H2AP,1,1,1013,<0.1%,No
MCF2L2,4,3,1013,0.3%,No
TBC1D2B,5,5,1013,0.5%,No
FSTL4,8,8,1013,0.8%,No
PRPF40B,5,5,1013,0.5%,No
SLC24A2,5,5,1013,0.5%,No
MRPS27,1,1,1013,<0.1%,No
CCDC65,2,2,1013,0.2%,No
DNAJC5B,2,2,1013,0.2%,No
PTPRT,8,7,1013,0.7%,Yes
SYDE2,5,5,1013,0.5%,No
GFM1,1,1,1013,<0.1%,No
ACTC1,2,2,1013,0.2%,No
SCIN,2,2,1013,0.2%,No
ACTG1,6,6,1013,0.6%,Yes
FAF1,5,5,1013,0.5%,Yes
ZNF644,6,6,1013,0.6%,No
ACTG2,2,2,1013,0.2%,No
RCAN3,2,2,1013,0.2%,No
CD160,4,4,1013,0.4%,No
FAM161A,1,1,1013,<0.1%,No
POLR3A,9,9,1013,0.9%,No
ABRAXAS1,2,2,1013,0.2%,Yes
KIF3A,4,4,1013,0.4%,No
FAM199X,2,2,1013,0.2%,No
HIC2,3,3,1013,0.3%,No
CAPN11,9,8,1013,0.8%,No
ZWINT,3,3,1013,0.3%,No
SPART,3,3,1013,0.3%,No
TNRC6B,9,9,1013,0.9%,No
CUL9,19,18,1013,1.8%,No
CBY1,2,2,1013,0.2%,No
NFASC,8,8,1013,0.8%,No
ZMAT2,1,1,1013,<0.1%,No
DSTYK,7,6,1013,0.6%,No
TOGARAM1,8,8,1013,0.8%,No
SUN2,4,4,1013,0.4%,No
TAB2,2,2,1013,0.2%,No
PCMTD1,1,1,1013,<0.1%,No
C22ORF31,4,4,1013,0.4%,No
CCDC13,7,7,1013,0.7%,No
TBC1D22A,2,2,1013,0.2%,No
SLC7A6OS,2,2,1013,0.2%,No
ZNRF3,9,9,1013,0.9%,Yes
SELENOI,3,3,1013,0.3%,No
ACTN4,5,3,1013,0.3%,No
CAPN10,5,5,1013,0.5%,No
USP42,3,3,1013,0.3%,No
CDC42EP1,2,2,1013,0.2%,No
UTP15,2,2,1013,0.2%,No
ZC3H12C,2,2,1013,0.2%,No
TOMM40L,2,2,1013,0.2%,No
SSH2,16,13,1013,1.3%,No
PWP1,3,3,1013,0.3%,No
TANC1,8,8,1013,0.8%,No
FBXO17,4,4,1013,0.4%,No
SLC7A9,3,3,1013,0.3%,No
FHDC1,6,5,1013,0.5%,No
ACTL6A,3,3,1013,0.3%,No
CEP78,3,3,1013,0.3%,No
ACTN1,7,7,1013,0.7%,No
TBC1D8,4,4,1013,0.4%,No
ZNF518B,7,7,1013,0.7%,No
ACTN2,4,4,1013,0.4%,No
ACVR1B,5,5,1013,0.5%,Yes
ACVR2A,6,6,1013,0.6%,Yes
ACVRL1,3,3,1013,0.3%,No
ACY1,3,3,1013,0.3%,No
RSPH4A,9,5,1013,0.5%,No
ACYP1,1,1,1013,<0.1%,No
GPR148,5,5,1013,0.5%,No
DCAF8,3,3,1013,0.3%,No
NPHP4,8,7,1013,0.7%,No
KIR2DL3,2,2,1013,0.2%,No
APCDD1L,3,3,1013,0.3%,No
SH3RF3,5,5,1013,0.5%,No
KIF5C,5,5,1013,0.5%,No
KIFC3,5,4,1013,0.4%,No
TIPRL,3,3,1013,0.3%,No
KISS1,3,3,1013,0.3%,No
KIT,8,7,1013,0.7%,Yes
KLK1,2,2,1013,0.2%,No
KLK2,5,5,1013,0.5%,Yes
STEAP2,3,3,1013,0.3%,No
KLKB1,5,5,1013,0.5%,No
MTURN,1,1,1013,<0.1%,No
KIR3DL1,3,3,1013,0.3%,No
KIR3DL2,2,2,1013,0.2%,No
EIF3CL,1,1,1013,<0.1%,No
KNG1,3,3,1013,0.3%,No
KLRB1,1,1,1013,<0.1%,No
KLRC1,1,1,1013,<0.1%,No
KLRC3,1,1,1013,<0.1%,No
KLRD1,1,1,1013,<0.1%,No
PLPP6,1,1,1013,<0.1%,No
APOBEC4,1,1,1013,<0.1%,No
KPNA1,3,3,1013,0.3%,No
KPNB1,5,4,1013,0.4%,No
KPNA2,1,1,1013,<0.1%,No
KPNA3,2,2,1013,0.2%,No
TMEM150B,2,2,1013,0.2%,No
VSTM1,2,2,1013,0.2%,No
DENND10,1,1,1013,<0.1%,No
KLC1,3,3,1013,0.3%,No
KIF11,9,9,1013,0.9%,No
KIFC1,7,7,1013,0.7%,No
KIF25,2,2,1013,0.2%,No
KIF22,3,3,1013,0.3%,No
SERINC4,3,3,1013,0.3%,No
TCP10L,2,2,1013,0.2%,No
CCDC30,5,3,1013,0.3%,No
ADAM2,7,6,1013,0.6%,No
KRT1,4,4,1013,0.4%,No
KRT2,1,1,1013,<0.1%,No
FTL,1,1,1013,<0.1%,No
ZFP82,4,4,1013,0.4%,No
WDR62,7,6,1013,0.6%,No
KPNA4,4,4,1013,0.4%,No
KPNA5,3,3,1013,0.3%,No
TNPO1,6,6,1013,0.6%,No
FUCA2,3,3,1013,0.3%,No
IPO5,7,5,1013,0.5%,No
FUCA1,2,2,1013,0.2%,No
KRAS,7,7,1013,0.7%,Yes
NR5A1,1,1,1013,<0.1%,No
KRTAP5-9,2,2,1013,0.2%,No
KRT13,8,6,1013,0.6%,No
KANK1,5,5,1013,0.5%,No
FUT4,3,3,1013,0.3%,No
KRT10,5,5,1013,0.5%,No
RFTN1,8,8,1013,0.8%,No
FUT3,3,3,1013,0.3%,No
KRT12,1,1,1013,<0.1%,No
DIP2A,10,10,1013,1.0%,No
FUT2,5,5,1013,0.5%,No
FUT1,1,1,1013,<0.1%,No
MESD,3,3,1013,0.3%,No
FUS,1,1,1013,<0.1%,Yes
LARP4B,7,7,1013,0.7%,Yes
GAST,3,3,1013,0.3%,No
RCOR1,1,1,1013,<0.1%,No
PHLDB1,6,6,1013,0.6%,No
KRT3,2,2,1013,0.2%,No
KRT4,4,4,1013,0.4%,No
KRT5,1,1,1013,<0.1%,No
KRT6A,4,4,1013,0.4%,No
PRAMEF19,1,1,1013,<0.1%,No
KRT6B,8,8,1013,0.8%,No
FUT7,3,3,1013,0.3%,No
KRT7,6,5,1013,0.5%,No
FUT6,2,2,1013,0.2%,No
KRT8,2,2,1013,0.2%,No
KRT9,3,3,1013,0.3%,No
FGD5,14,13,1013,1.3%,No
CDK11A,1,1,1013,<0.1%,No
ARRDC5,3,3,1013,0.3%,No
MAGI3,3,3,1013,0.3%,No
RGMB,3,3,1013,0.3%,No
IFI6,1,1,1013,<0.1%,No
CYFIP1,8,8,1013,0.8%,No
RSBN1L,2,2,1013,0.2%,No
ATG4B,1,1,1013,<0.1%,No
FZD2,11,7,1013,0.7%,No
GANAB,4,3,1013,0.3%,No
CLN5,2,2,1013,0.2%,No
FYN,3,3,1013,0.3%,Yes
FBXL7,5,5,1013,0.5%,No
FYB1,5,5,1013,0.5%,No
MDN1,20,17,1013,1.7%,No
CLN3,4,4,1013,0.4%,No
ACKR1,3,3,1013,0.3%,No
FAM120A,2,2,1013,0.2%,No
TPP1,3,3,1013,0.3%,No
KDSR,4,4,1013,0.4%,Yes
FAF2,2,2,1013,0.2%,No
FUT8,3,3,1013,0.3%,No
PSME4,10,7,1013,0.7%,No
KRT14,3,3,1013,0.3%,No
CLPTM1,4,4,1013,0.4%,No
KRT15,9,9,1013,0.9%,No
CLNS1A,1,1,1013,<0.1%,No
G6PC1,4,4,1013,0.4%,No
KRT16,6,5,1013,0.5%,No
UBXN4,2,2,1013,0.2%,No
OLFML2B,5,5,1013,0.5%,No
MTHFD1L,7,6,1013,0.6%,No
CNOT10,8,8,1013,0.8%,No
KRT19,1,1,1013,<0.1%,No
KRT31,8,8,1013,0.8%,No
AHCTF1,4,4,1013,0.4%,No
IGSF10,21,20,1013,2.0%,No
KRT32,2,2,1013,0.2%,No
GABPA,1,1,1013,<0.1%,No
GABBR1,6,6,1013,0.6%,No
CCDC28A,2,2,1013,0.2%,No
IFFO1,3,3,1013,0.3%,No
GAA,5,5,1013,0.5%,No
XRCC6,5,5,1013,0.5%,No
ITPRID1,7,6,1013,0.6%,No
CMA1,4,4,1013,0.4%,No
CLTC,9,8,1013,0.8%,Yes
CLTB,2,2,1013,0.2%,No
CLTA,1,1,1013,<0.1%,No
SLC37A4,3,3,1013,0.3%,No
KRT17,2,2,1013,0.2%,No
KRT18,1,1,1013,<0.1%,No
GAB1,6,6,1013,0.6%,Yes
RTTN,5,5,1013,0.5%,No
POT1,5,5,1013,0.5%,Yes
KRT84,3,3,1013,0.3%,No
KRT85,5,5,1013,0.5%,No
THUMPD3,5,4,1013,0.4%,No
KRT86,3,3,1013,0.3%,No
GABRB3,3,3,1013,0.3%,No
CCR1,5,5,1013,0.5%,No
GABRB2,11,11,1013,1.1%,No
GABRB1,11,11,1013,1.1%,No
C1ORF43,2,2,1013,0.2%,No
GABRA6,6,6,1013,0.6%,Yes
GABRA5,3,3,1013,0.3%,No
DBX2,6,6,1013,0.6%,No
GABRA4,3,3,1013,0.3%,No
GABRA3,5,5,1013,0.5%,No
GABRA2,4,4,1013,0.4%,No
GABRA1,5,5,1013,0.5%,No
KRT33A,4,4,1013,0.4%,No
KRT33B,2,2,1013,0.2%,No
KRT34,4,4,1013,0.4%,No
KRT35,3,2,1013,0.2%,No
KRT81,2,2,1013,0.2%,No
KRT82,2,2,1013,0.2%,No
KRT83,4,4,1013,0.4%,No
CCDC66,7,6,1013,0.6%,No
LTB4R,2,2,1013,0.2%,No
GAD2,15,14,1013,1.4%,No
CMKLR1,7,7,1013,0.7%,No
GAD1,4,4,1013,0.4%,No
GABRR2,4,4,1013,0.4%,No
GABRR1,3,3,1013,0.3%,No
GABRP,3,3,1013,0.3%,No
CCR7,4,4,1013,0.4%,No
GABRG3,3,3,1013,0.3%,No
CCR6,1,1,1013,<0.1%,No
GABRG2,2,2,1013,0.2%,No
CCR5,3,3,1013,0.3%,No
GABRG1,8,8,1013,0.8%,No
CCR4,4,4,1013,0.4%,No
GABRE,4,4,1013,0.4%,No
CCR3,1,1,1013,<0.1%,No
GABRD,1,1,1013,<0.1%,No
KTN1,5,5,1013,0.5%,Yes
L1CAM,9,9,1013,0.9%,No
LAD1,3,3,1013,0.3%,No
AFF3,12,9,1013,0.9%,Yes
ILDR1,2,2,1013,0.2%,No
GALK1,2,2,1013,0.2%,No
B4GALNT1,6,6,1013,0.6%,No
ZNF660,5,5,1013,0.5%,No
GALE,1,1,1013,<0.1%,No
GALC,6,6,1013,0.6%,No
GAK,9,8,1013,0.8%,No
ABCC2,3,3,1013,0.3%,No
ZNRF2,2,2,1013,0.2%,No
CNN1,2,2,1013,0.2%,No
GANC,3,3,1013,0.3%,No
PLK3,7,7,1013,0.7%,No
CNGA4,12,12,1013,1.2%,No
GAMT,1,1,1013,<0.1%,No
WDR17,13,13,1013,1.3%,No
CNGA3,6,6,1013,0.6%,No
GALT,2,2,1013,0.2%,No
CNGA2,2,2,1013,0.2%,No
GALNT3,6,5,1013,0.5%,No
GALNT2,2,2,1013,0.2%,No
ART5,3,3,1013,0.3%,No
CNGA1,5,5,1013,0.5%,No
CNGB1,6,6,1013,0.6%,No
GALNS,4,4,1013,0.4%,No
GALK2,2,2,1013,0.2%,No
CNTN1,7,7,1013,0.7%,No
CNTFR,2,2,1013,0.2%,No
CNTF,2,2,1013,0.2%,No
CNR2,5,5,1013,0.5%,No
CNR1,6,5,1013,0.5%,No
LRRC24,1,1,1013,<0.1%,No
CNP,1,1,1013,<0.1%,No
CNN3,3,3,1013,0.3%,No
GAPDH,2,2,1013,0.2%,No
GAP43,1,1,1013,<0.1%,No
HEXD,2,2,1013,0.2%,No
CCDC57,5,5,1013,0.5%,No
COL4A4,8,8,1013,0.8%,No
COL4A3,10,8,1013,0.8%,No
COL4A2,13,12,1013,1.2%,No
COL4A1,14,12,1013,1.2%,No
COL3A1,4,4,1013,0.4%,No
COL2A1,5,5,1013,0.5%,Yes
COL1A2,10,8,1013,0.8%,No
COL1A1,12,11,1013,1.1%,Yes
CDON,6,6,1013,0.6%,No
IMPG2,6,6,1013,0.6%,No
COL9A1,8,8,1013,0.8%,No
MED12L,11,11,1013,1.1%,No
COL8A2,4,4,1013,0.4%,No
COL8A1,5,5,1013,0.5%,No
COL7A1,20,17,1013,1.7%,No
COL6A3,21,20,1013,2.0%,No
COL6A2,10,9,1013,0.9%,No
CARD17P,1,1,1013,<0.1%,No
COL6A1,8,8,1013,0.8%,No
COL5A2,12,11,1013,1.1%,No
IQSEC3,11,11,1013,1.1%,No
COL5A1,28,25,1013,2.5%,No
COL4A6,8,7,1013,0.7%,No
COL4A5,5,5,1013,0.5%,No
PDE11A,3,3,1013,0.3%,No
TBX22,2,2,1013,0.2%,No
SHANK1,18,17,1013,1.7%,No
SASH1,8,8,1013,0.8%,No
BTBD10,3,3,1013,0.3%,No
ZNF648,2,2,1013,0.2%,No
TRIM2,5,4,1013,0.4%,No
NOSTRIN,3,3,1013,0.3%,No
RPGRIP1L,6,6,1013,0.6%,No
KRT23,4,4,1013,0.4%,No
MAN2B2,7,7,1013,0.7%,No
WASHC4,1,1,1013,<0.1%,No
USP22,4,4,1013,0.4%,No
ULK3,5,5,1013,0.5%,No
NEDD4L,4,4,1013,0.4%,No
HINFP,2,2,1013,0.2%,No
SH2B3,4,4,1013,0.4%,Yes
BCL2L11,2,2,1013,0.2%,Yes
GIPC3,4,4,1013,0.4%,No
