Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PCAT14","Prostate Cancer Associated Transcript 14","RNA Gene","16","GC22P049383","64.1711883544922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT14"
"MIR375","MicroRNA 375","RNA Gene","22","GC02M219001","63.9232635498047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR375"
"MIR32","MicroRNA 32","RNA Gene","25","GC09M109046","63.7963943481445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR32"
"MIR181B1","MicroRNA 181b-1","RNA Gene","22","GC01M198858","63.6872024536133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B1"
"PCAT18","Prostate Cancer Associated Transcript 18","RNA Gene","23","GC18M029413","63.2472610473633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT18"
"ERBB3","Erb-B2 Receptor Tyrosine Kinase 3","Protein Coding","60","GC12P057794","63.1954116821289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3"
"MIR345","MicroRNA 345","RNA Gene","22","GC14P100307","62.7583045959473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR345"
"PCAT5","Prostate Cancer Associated Transcript 5","RNA Gene","15","GC10P035729","62.6361846923828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT5"
"TGFBR2","Transforming Growth Factor Beta Receptor 2","Protein Coding","59","GC03P030623","62.4392433166504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","60","GC22M021759","62.2297973632813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","61","GC17M042313","61.7651672363281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"MIR16-1","MicroRNA 16-1","RNA Gene","22","GC13M050048","61.6864471435547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR16-1"
"RNY3","RNA, Ro60-Associated Y3","RNA Gene","18","GC07P151635","61.6435203552246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY3"
"SNHG5","Small Nucleolar RNA Host Gene 5","RNA Gene","24","GC06M085650","61.3483047485352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG5"
"PCOTH","Prostate And Testis Expressed Opposite C1QTNF9B And MIPEP","RNA Gene","31","GC13P023889","61.3234558105469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCOTH"
"MAD1L1","Mitotic Arrest Deficient 1 Like 1","Protein Coding","52","GC07M001815","61.1698760986328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD1L1"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","59","GC12P068808","60.8353271484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"SRA1","Steroid Receptor RNA Activator 1","Protein Coding","45","GC05M140537","60.1278610229492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRA1"
"EP300","E1A Binding Protein P300","Protein Coding","59","GC22P050085","59.953987121582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"MIR26B","MicroRNA 26b","RNA Gene","25","GC02P218402","59.6019058227539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26B"
"FENDRR","FOXF1 Adjacent Non-Coding Developmental Regulatory RNA","RNA Gene","22","GC16M086511","59.364128112793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FENDRR"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","57","GC19P048954","59.1367797851563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"RNY1","RNA, Ro60-Associated Y1","RNA Gene","19","GC07M148987","59.11328125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY1"
"LRRC56","Leucine Rich Repeat Containing 56","Protein Coding","42","GC11P000518","59.0622901916504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC56"
"IGF2-AS","IGF2 Antisense RNA","RNA Gene","31","GC11P002140","59.0328979492188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2-AS"
"MIR30B","MicroRNA 30b","RNA Gene","24","GC08M134800","58.6984558105469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30B"
"MIR202","MicroRNA 202","RNA Gene","21","GC10M133247","58.4267997741699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR202"
"MEN1","Menin 1","Protein Coding","51","GC11M064803","58.3739929199219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEN1"
"FALEC","Focally Amplified Long Non-Coding RNA In Epithelial Cancer","RNA Gene","19","GC01P153158","58.309627532959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FALEC"
"PDGFRA","Platelet Derived Growth Factor Receptor Alpha","Protein Coding","60","GC04P054229","58.2305870056152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRA"
"LZTR1","Leucine Zipper Like Transcription Regulator 1","Protein Coding","50","GC22P049226","58.2060394287109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1"
"NTHL1","Nth Like DNA Glycosylase 1","Protein Coding","51","GC16M009791","58.1745262145996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTHL1"
"XRCC2","X-Ray Repair Cross Complementing 2","Protein Coding","47","GC07M152644","58.1116409301758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC2"
"AOPEP","Aminopeptidase O (Putative)","Protein Coding","46","GC09P094730","58.0264663696289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOPEP"
"PALLD","Palladin, Cytoskeletal Associated Protein","Protein Coding","49","GC04P168497","57.9820938110352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALLD"
"ZFHX3-AS1","ZFHX3 Antisense RNA 1","RNA Gene","17","GC16P073085","57.4766311645508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFHX3-AS1"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","54","GC03P014317","57.1946449279785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"MIR151A","MicroRNA 151a","RNA Gene","22","GC08M140832","57.0303344726563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR151A"
"MAP2K1","Mitogen-Activated Protein Kinase Kinase 1","Protein Coding","61","GC15P066386","56.9287948608398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K1"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","56","GC06P043770","56.7734146118164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"LOC109504725","Androgen Receptor Repeat Instability Region","Functional Element","4","GC0XP067546","56.6799163818359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109504725"
"MIR498","MicroRNA 498","RNA Gene","18","GC19P080258","56.502571105957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR498"
"EGOT","Eosinophil Granule Ontogeny Transcript","RNA Gene","23","GC03M004740","56.4396286010742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGOT"
"RHOA","Ras Homolog Family Member A","Protein Coding","57","GC03M049359","56.4224243164063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"RAD51","RAD51 Recombinase","Protein Coding","57","GC15P040694","56.073486328125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51"
"DUXAP9","Double Homeobox A Pseudogene 9","Pseudogene","11","GC14P037022","55.8730010986328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUXAP9"
"NRAS","NRAS Proto-Oncogene, GTPase","Protein Coding","57","GC01M114704","55.825740814209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAS"
"MIR503","MicroRNA 503","RNA Gene","22","GC0XM134716","55.2475814819336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR503"
"IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","60","GC02M208236","55.0869903564453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1"
"SDHA","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Protein Coding","55","GC05P000220","54.9917907714844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA"
"MIR92A2","MicroRNA 92a-2","RNA Gene","18","GC0XM134360","54.9909706115723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A2"
"NFE2L2","NFE2 Like BZIP Transcription Factor 2","Protein Coding","58","GC02M177227","54.6700744628906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"FOLH1","Folate Hydrolase 1","Protein Coding","54","GC11M105762","54.3296356201172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLH1"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","52","GC04M152321","54.2714462280273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"
"MIR331","MicroRNA 331","RNA Gene","22","GC12P095308","54.2698059082031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR331"
"MIR370","MicroRNA 370","RNA Gene","23","GC14P111538","53.9623107910156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR370"
"MIR198","MicroRNA 198","RNA Gene","17","GC03M120395","53.9613838195801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR198"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","55","GC01M058780","53.9534187316895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","57","GC18M063123","53.6904373168945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"CASC8","Cancer Susceptibility 8","RNA Gene","18","GC08M133377","53.2225494384766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC8"
"LINC00963","Long Intergenic Non-Protein Coding RNA 963","RNA Gene","18","GC09P129943","52.9289703369141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00963"
"MIR491","MicroRNA 491","RNA Gene","22","GC09P020716","52.8706474304199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR491"
"LINC-ROR","Long Intergenic Non-Protein Coding RNA, Regulator Of Reprogramming","RNA Gene","19","GC18M057054","52.6767921447754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC-ROR"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","55","GC01M018541","52.4253273010254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"KIF1B","Kinesin Family Member 1B","Protein Coding","51","GC01P010210","52.2292938232422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1B"
"GALNT12","Polypeptide N-Acetylgalactosaminyltransferase 12","Protein Coding","47","GC09P098807","52.0012588500977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT12"
"RECQL","RecQ Like Helicase","Protein Coding","49","GC12M021468","51.9282379150391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","60","GC03P012287","51.9161682128906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"MIR155","MicroRNA 155","RNA Gene","23","GC21P025573","51.8135147094727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","51","GC10M128096","51.8049736022949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"MIR34C","MicroRNA 34c","RNA Gene","24","GC11P112070","51.7578125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34C"
"TRPM2-AS","TRPM2 Antisense RNA","RNA Gene","18","GC21M044414","51.7380294799805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM2-AS"
"MIR99B","MicroRNA 99b","RNA Gene","22","GC19P051692","51.6582641601563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99B"
"POU5F1B","POU Class 5 Homeobox 1B","Protein Coding","39","GC08P127322","51.4619140625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1B"
"IL6","Interleukin 6","Protein Coding","59","GC07P022725","51.0851593017578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"NF2","NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor","Protein Coding","55","GC22P029603","50.899112701416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2"
"HIF1A","Hypoxia Inducible Factor 1 Subunit Alpha","Protein Coding","55","GC14P061695","50.8869209289551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A"
"FAS","Fas Cell Surface Death Receptor","Protein Coding","57","GC10P096667","50.7538032531738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS"
"DHFR","Dihydrofolate Reductase","Protein Coding","55","GC05M080626","50.7155342102051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR"
"PSCA","Prostate Stem Cell Antigen","Protein Coding","46","GC08P142670","50.6097412109375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSCA"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","58","GC20P037344","50.4483871459961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"CYP17A1","Cytochrome P450 Family 17 Subfamily A Member 1","Protein Coding","55","GC10M102830","50.2606315612793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1"
"CTBP1-AS","CTBP1 Antisense RNA","RNA Gene","16","GC04P001210","50.2442016601563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP1-AS"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","63","GC08M038400","50.1669540405273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"MIR200C","MicroRNA 200c","RNA Gene","25","GC12P026365","49.7496604919434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C"
"CDC73","Cell Division Cycle 73","Protein Coding","52","GC01P193121","49.7081832885742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","57","GC05P068215","49.5815773010254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","60","GC19M041301","49.484317779541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","54","GC04M176683","49.4614944458008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"WDFY3","WD Repeat And FYVE Domain Containing 3","Protein Coding","47","GC04M084721","49.408935546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDFY3"
"MIR146B","MicroRNA 146b","RNA Gene","24","GC10P102436","49.231201171875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B"
"MIR184","MicroRNA 184","RNA Gene","25","GC15P079209","49.230583190918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR184"
"ACP3","Acid Phosphatase 3","Protein Coding","50","GC03P135815","48.8467445373535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP3"
"POT1","Protection Of Telomeres 1","Protein Coding","49","GC07M124822","48.8040466308594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POT1"
"ITGB1","Integrin Subunit Beta 1","Protein Coding","57","GC10M034209","48.4678535461426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1"
"MIR449A","MicroRNA 449a","RNA Gene","23","GC05M055171","48.3689270019531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449A"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","56","GC11M007352","48.3376426696777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"BCAR4","Breast Cancer Anti-Estrogen Resistance 4","RNA Gene","20","GC16M012756","48.0608673095703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR4"
"FANCM","FA Complementation Group M","Protein Coding","49","GC14P045135","47.8585739135742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCM"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","61","GC03M012583","47.7968635559082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"IL1B","Interleukin 1 Beta","Protein Coding","54","GC02M112829","47.7668342590332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"THBS4","Thrombospondin 4","Protein Coding","50","GC05P079991","47.5640335083008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS4"
"SUFU","SUFU Negative Regulator Of Hedgehog Signaling","Protein Coding","50","GC10P102503","47.5548858642578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUFU"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","55","GC07P106865","47.5427284240723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"RINT1","RAD50 Interactor 1","Protein Coding","45","GC07P105532","47.3785667419434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RINT1"
"SOCS2-AS1","SOCS2 Antisense RNA 1","RNA Gene","19","GC12M093504","47.3291549682617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS2-AS1"
"GSTP1","Glutathione S-Transferase Pi 1","Protein Coding","57","GC11P067583","47.2191619873047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"
"FASLG","Fas Ligand","Protein Coding","55","GC01P172628","46.8909301757813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"GNAS","GNAS Complex Locus","Protein Coding","57","GC20P058839","46.7630729675293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"ABRAXAS1","Abraxas 1, BRCA1 A Complex Subunit","Protein Coding","44","GC04M083464","46.7228889465332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABRAXAS1"
"LINC01138","Long Intergenic Non-Protein Coding RNA 1138","RNA Gene","17","GC01M153861","46.4677810668945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01138"
"MIR18A","MicroRNA 18a","RNA Gene","21","GC13P091611","46.2021713256836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A"
"CDKN1A","Cyclin Dependent Kinase Inhibitor 1A","Protein Coding","56","GC06P100341","46.1742515563965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A"
"VDR","Vitamin D Receptor","Protein Coding","57","GC12M047841","46.1019172668457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"MIR200A","MicroRNA 200a","RNA Gene","23","GC01P004952","45.9755058288574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200A"
"SOD2","Superoxide Dismutase 2","Protein Coding","54","GC06M159669","45.9496002197266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"EGF","Epidermal Growth Factor","Protein Coding","58","GC04P109912","45.8364143371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","56","GC01M186671","45.8270683288574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","58","GC12P055966","45.7280197143555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
"LINC01564","Long Intergenic Non-Protein Coding RNA 1564","RNA Gene","18","GC06P100527","45.6777496337891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01564"
"HCG11","HLA Complex Group 11","RNA Gene","21","GC06P099980","45.5173759460449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG11"
"DLC1","DLC1 Rho GTPase Activating Protein","Protein Coding","52","GC08M013083","45.0001907348633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLC1"
"HAGLR","HOXD Antisense Growth-Associated Long Non-Coding RNA","RNA Gene","21","GC02M176172","44.9848976135254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLR"
"XRCC3","X-Ray Repair Cross Complementing 3","Protein Coding","50","GC14M103697","44.9579734802246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC3"
"MUC4","Mucin 4, Cell Surface Associated","Protein Coding","48","GC03M195746","44.9154205322266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC4"
"POTEF-AS1","POTEF Antisense RNA 1","RNA Gene","12","GC02P130109","44.8818206787109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEF-AS1"
"XLOC_007697","Uncharacterized LOC105500239","RNA Gene","7","GC09P051925","44.8274230957031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XLOC_007697"
"ERBB4","Erb-B2 Receptor Tyrosine Kinase 4","Protein Coding","61","GC02M211375","44.7976455688477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4"
